-0.138268	-0.048824
-0.021346	0.065939
-0.059587	0.027636
-0.06177	0.027781
-0.097827	-0.010668
-0.097827	-0.010668
-0.059587	0.027636
-0.06177	0.027781
-0.06177	0.027781
-0.100019	-0.010522
-0.061544	0.028399
-0.059361	0.028255
-0.059587	0.027636
-0.06177	0.027781
-0.097827	-0.010668
-0.06177	0.027781
-0.097827	-0.010668
-0.0976	-0.010047
-0.059587	0.027636
-0.06177	0.027781
-0.06177	0.027781
-0.06177	0.027781
-0.097827	-0.010668
-0.061544	0.028399
-0.100019	-0.010522
-0.059587	0.027636
-0.097827	-0.010668
-0.100019	-0.010522
-0.059587	0.027636
-0.059361	0.028255
-0.061544	0.028399
-0.097827	-0.010668
-0.059587	0.027636
-0.097827	-0.010668
-0.059587	0.027636
-0.059587	0.027636
-0.06177	0.027781
-0.059587	0.027636
-0.097827	-0.010668
-0.06177	0.027781
-0.061544	0.028399
-0.100019	-0.010522
-0.059587	0.027636
-0.06177	0.027781
-0.097827	-0.010668
-0.059587	0.027636
-0.06177	0.027781
-0.100019	-0.010522
-0.100019	-0.010522
-0.097827	-0.010668
-0.059587	0.027636
-0.097827	-0.010668
-0.06177	0.027781
-0.099792	-0.009901
-0.099792	-0.009901
-0.097827	-0.010668
-0.059663	0.027166
-0.097827	-0.010668
-0.097827	-0.010668
-0.061544	0.028399
-0.097827	-0.010668
-0.0976	-0.010047
-0.059587	0.027636
-0.097827	-0.010668
-0.0976	-0.010047
-0.06177	0.027781
-0.06177	0.027781
-0.100019	-0.010522
-0.097827	-0.010668
-0.097827	-0.010668
-0.097827	-0.010668
-0.059361	0.028255
-0.06177	0.027781
-0.059587	0.027636
-0.061846	0.027311
-0.059587	0.027636
-0.059361	0.028255
-0.06177	0.027781
-0.100019	-0.010522
-0.100019	-0.010522
-0.097827	-0.010668
-0.059587	0.027636
-0.097827	-0.010668
-0.097827	-0.010668
-0.06177	0.027781
-0.059361	0.028255
-0.0976	-0.010047
-0.059587	0.027636
-0.099792	-0.009901
-0.097827	-0.010668
-0.061544	0.028399
-0.06177	0.027781
-0.059587	0.027636
-0.097827	-0.010668
-0.0976	-0.010047
-0.061544	0.028399
-0.06177	0.027781
-0.059587	0.027636
-0.059587	0.027636
-0.097827	-0.010668
-0.097827	-0.010668
-0.100019	-0.010522
-0.100019	-0.010522
-0.061544	0.028399
-0.061544	0.028399
-0.100019	-0.010522
-0.097827	-0.010668
-0.057254	0.027639
-0.059587	0.027636
-0.059587	0.027636
-0.061544	0.028399
-0.059587	0.027636
-0.06177	0.027781
-0.100019	-0.010522
-0.059587	0.027636
-0.097827	-0.010668
-0.097827	-0.010668
-0.097827	-0.010668
-0.061544	0.028399
-0.059587	0.027636
-0.06177	0.027781
-0.100019	-0.010522
-0.061544	0.028399
-0.06177	0.027781
-0.097827	-0.010668
-0.097827	-0.010668
-0.059587	0.027636
-0.100019	-0.010522
-0.059587	0.027636
-0.059361	0.028255
-0.097827	-0.010668
-0.100019	-0.010522
-0.059361	0.028255
-0.059587	0.027636
-0.099792	-0.009901
-0.059587	0.027636
-0.059587	0.027636
-0.059587	0.027636
-0.021346	0.065939
-0.059361	0.028255
-0.06177	0.027781
-0.06177	0.027781
-0.06177	0.027781
-0.06177	0.027781
-0.097827	-0.010668
-0.097827	-0.010668
-0.100019	-0.010522
