0.678	-0.926	0.439
0.678	0.074	-0.561
-0.322	1.074	-0.561
0.678	-1.926	-0.561
-0.322	-1.926	1.439
0.678	1.074	-2.561
-1.322	2.074	-0.561
0.678	0.074	1.439
0.678	1.074	-2.561
-0.322	3.074	1.439
-0.322	2.074	1.439
0.678	0.074	0.439
0.678	1.074	-1.561
0.678	-1.926	0.439
-1.322	3.074	2.439
-0.322	-1.926	1.439
-2.322	0.074	-0.561
-1.322	0.074	0.439
-0.322	-1.926	-0.561
-1.322	1.074	0.439
-0.322	0.074	-1.561
-1.322	0.074	0.439
-0.322	1.074	0.439
0.678	3.074	-0.561
-0.322	0.074	0.439
0.678	0.074	0.439
-1.322	1.074	-0.561
-1.322	1.074	2.439
-0.322	-0.926	0.439
0.678	0.074	-0.561
-1.322	0.074	-1.561
-2.322	-1.926	1.439
0.678	-0.926	1.439
-0.322	-0.926	-0.561
0.678	-0.926	-0.561
-3.322	-1.926	0.439
-0.322	-1.926	0.439
1.678	-0.926	-0.561
0.678	1.074	-0.561
-0.322	-0.926	2.439
0.678	2.074	-0.561
-0.322	-0.926	-1.561
1.678	2.074	-0.561
-1.322	2.074	1.439
-0.322	1.074	-1.561
-0.322	1.074	-0.561
-0.322	-1.926	-0.561
0.678	-0.926	-1.561
-0.322	-1.926	0.439
0.678	0.074	0.439
-1.322	2.074	1.439
-0.322	-1.926	-0.561
-1.322	-1.926	0.439
-0.322	-1.926	1.439
0.678	0.074	0.439
0.678	1.074	-1.561
1.678	0.074	0.439
-0.322	-0.926	-0.561
0.678	-0.926	0.439
0.678	-0.926	1.439
1.678	-2.926	0.439
-0.322	-0.926	1.439
1.678	0.074	0.439
0.678	2.074	-0.561
-0.322	0.074	-0.561
0.678	-1.926	-1.561
-0.322	-1.926	1.439
-0.322	-0.926	2.439
-0.322	0.074	0.439
-0.322	-1.926	0.439
-0.322	-0.926	2.439
0.678	2.074	-0.561
-1.322	1.074	0.439
-0.322	1.074	-1.561
-0.322	1.074	-0.561
-0.322	0.074	0.439
0.678	-1.926	0.439
-0.322	3.074	0.439
