0.28125	-9.746094	0.363281
0.242187	-9.707031	0.402344
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.785156	0.363281
0.242187	-9.785156	0.402344
0.242187	-9.746094	0.402344
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.402344
0.28125	-9.746094	0.363281
0.242187	-9.746094	0.4375
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.402344
0.28125	-9.746094	0.402344
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.402344
0.242187	-9.746094	0.363281
0.242187	-9.785156	0.363281
0.28125	-9.746094	0.402344
0.242187	-9.746094	0.402344
0.242187	-9.746094	0.363281
0.28125	-9.746094	0.363281
0.242187	-9.746094	0.402344
0.28125	-9.746094	0.363281
0.28125	-9.746094	0.363281
0.28125	-9.742188	0.324219
0.242187	-9.785156	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.363281
0.28125	-9.746094	0.363281
0.28125	-9.746094	0.402344
0.242187	-9.746094	0.363281
0.242187	-9.746094	0.402344
0.242187	-9.746094	0.363281
0.28125	-9.746094	0.363281
0.242187	-9.746094	0.402344
0.242187	-9.746094	0.402344
0.28125	-9.746094	0.402344
0.242187	-9.707031	0.402344
0.242187	-9.746094	0.402344
0.242187	-9.746094	0.363281
-0.136719	9.796875	-0.167969
-0.175781	9.800781	-0.128906
-0.136719	9.761719	-0.128906
-0.136719	9.761719	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.761719	-0.128906
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.761719	-0.167969
-0.136719	9.761719	-0.128906
-0.136719	9.796875	-0.128906
-0.136719	9.761719	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.761719	-0.128906
-0.097656	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.128906
-0.136719	9.761719	-0.128906
-0.175781	9.800781	-0.128906
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.796875	-0.167969
-0.136719	9.761719	-0.128906
-0.136719	9.796875	-0.167969
-0.136719	9.761719	-0.167969
-0.136719	9.796875	-0.128906
-0.136719	9.761719	-0.128906
-0.136719	9.761719	-0.128906
-0.136719	9.796875	-0.128906
-0.136719	9.796875	-0.167969
9.699219	0.222656	-0.015625
-9.734375	0.222656	-0.054687
-9.699219	0.222656	-0.054687
-9.699219	0.222656	-0.015625
-9.695313	0.183594	-0.015625
-9.734375	0.222656	-0.015625
-9.699219	0.222656	-0.015625
-9.734375	0.222656	-0.054687
-9.699219	0.222656	-0.015625
-9.734375	0.222656	-0.015625
-9.734375	0.222656	-0.015625
-9.699219	0.222656	-0.015625
-9.738281	0.222656	0.023437
-9.699219	0.222656	-0.015625
-9.699219	0.222656	-0.054687
